code;image_key;zone;group;part;applies_to;name_in_crm;cost_rub;price_rub
ELEC-IGN-02-U;plug-cap;Электрика;Зажигание и датчики;Колпачок свечи;все модели;Колпачок свечи — все модели;170;250
ELEC-IGN-03-Y;ignition-coil;Электрика;Зажигание и датчики;Катушка зажигания;Yamaha 4T (Jog, Vino, Gear);Катушка зажигания — Yamaha 4T (Jog, Vino, Gear);850;1150
ELEC-IGN-03-H;ignition-coil;Электрика;Зажигание и датчики;Катушка зажигания;Honda 4T (Dio, Jog AY01);Катушка зажигания — Honda 4T (Dio, Jog AY01);1300;1800
ELEC-IGN-03-C;ignition-coil;Электрика;Зажигание и датчики;Катушка зажигания;GY6 150 (Tank T150);Катушка зажигания — GY6 150 (Tank T150);450;700
ELEC-IGN-04-C;cdi;Электрика;Зажигание и датчики;Коммутатор (CDI);GY6 150 (Tank T150);Коммутатор (CDI) — GY6 150 (Tank T150);650;900
ELEC-IGN-05-Y;ecu;Электрика;Зажигание и датчики;Блок управления инжектором (ЭБУ);Yamaha 4T (Jog, Vino, Gear);Блок управления инжектором (ЭБУ) — Yamaha 4T (Jog, Vino, Gear);7500;9750
ELEC-IGN-05-H;ecu;Электрика;Зажигание и датчики;Блок управления инжектором (ЭБУ);Honda 4T (Dio, Jog AY01);Блок управления инжектором (ЭБУ) — Honda 4T (Dio, Jog AY01);8500;11050
ELEC-IGN-06-YH;tps;Электрика;Зажигание и датчики;Датчик положения дросселя;Yamaha 4T, Honda 4T;Датчик положения дросселя — Yamaha 4T, Honda 4T;1500;2050
ELEC-IGN-07-Y;o2-sensor;Электрика;Зажигание и датчики;Датчик кислорода (лямбда-зонд);Yamaha 4T (Jog, Vino, Gear);Датчик кислорода (лямбда-зонд) — Yamaha 4T (Jog, Vino, Gear);2200;3000
ELEC-IGN-07-H;o2-sensor;Электрика;Зажигание и датчики;Датчик кислорода (лямбда-зонд);Honda 4T (Dio, Jog AY01);Датчик кислорода (лямбда-зонд) — Honda 4T (Dio, Jog AY01);2600;3550
ELEC-IGN-08-YH;temp-sensor;Электрика;Зажигание и датчики;Датчик температуры двигателя;Yamaha 4T, Honda 4T;Датчик температуры двигателя — Yamaha 4T, Honda 4T;600;850
ELEC-IGN-09-YH;map-sensor;Электрика;Зажигание и датчики;Датчик давления во впуске;Yamaha 4T, Honda 4T;Датчик давления во впуске — Yamaha 4T, Honda 4T;1800;2450
ELEC-IGN-10-Y;pickup-coil;Электрика;Зажигание и датчики;Датчик положения коленвала;Yamaha 4T (Jog, Vino, Gear);Датчик положения коленвала — Yamaha 4T (Jog, Vino, Gear);900;1250
ELEC-IGN-10-H;pickup-coil;Электрика;Зажигание и датчики;Датчик положения коленвала;Honda 4T (Dio, Jog AY01);Датчик положения коленвала — Honda 4T (Dio, Jog AY01);1000;1350
ELEC-IGN-10-C;pickup-coil;Электрика;Зажигание и датчики;Датчик положения коленвала;GY6 150 (Tank T150);Датчик положения коленвала — GY6 150 (Tank T150);500;700
ELEC-IGN-11-G;fuel-level-sensor;Электрика;Зажигание и датчики;Датчик уровня топлива;Yamaha Gear 4T;Датчик уровня топлива — Yamaha Gear 4T;800;1100
ELEC-IGN-11-J;fuel-level-sensor;Электрика;Зажигание и датчики;Датчик уровня топлива;Yamaha Jog 4T;Датчик уровня топлива — Yamaha Jog 4T;800;1100
ELEC-IGN-11-A;fuel-level-sensor;Электрика;Зажигание и датчики;Датчик уровня топлива;Yamaha Jog AY01;Датчик уровня топлива — Yamaha Jog AY01;900;1250
ELEC-IGN-11-D;fuel-level-sensor;Электрика;Зажигание и датчики;Датчик уровня топлива;Honda Dio AF62/68;Датчик уровня топлива — Honda Dio AF62/68;900;1250
ELEC-IGN-11-T;fuel-level-sensor;Электрика;Зажигание и датчики;Датчик уровня топлива;Tank T150;Датчик уровня топлива — Tank T150;600;850
ELEC-IGN-12-U;stop-switch;Электрика;Зажигание и датчики;Выключатель стоп-сигнала (на рычаге);все модели;Выключатель стоп-сигнала (на рычаге) — все модели;150;250
ELEC-IGN-13-A;side-stand-switch;Электрика;Зажигание и датчики;Датчик боковой подножки;Yamaha Jog AY01;Датчик боковой подножки — Yamaha Jog AY01;900;1250
ELEC-IGN-13-D;side-stand-switch;Электрика;Зажигание и датчики;Датчик боковой подножки;Honda Dio AF62/68;Датчик боковой подножки — Honda Dio AF62/68;800;1100
ELEC-GEN-01-Y;stator;Электрика;Генератор и стартер;Статор генератора;Yamaha 4T (Jog, Vino, Gear);Статор генератора — Yamaha 4T (Jog, Vino, Gear);3000;3900
ELEC-GEN-01-H;stator;Электрика;Генератор и стартер;Статор генератора;Honda 4T (Dio, Jog AY01);Статор генератора — Honda 4T (Dio, Jog AY01);3200;4200
ELEC-GEN-01-C;stator;Электрика;Генератор и стартер;Статор генератора;GY6 150 (Tank T150);Статор генератора — GY6 150 (Tank T150);1800;2450
ELEC-GEN-02-Y;rotor;Электрика;Генератор и стартер;Ротор генератора (маховик);Yamaha 4T (Jog, Vino, Gear);Ротор генератора (маховик) — Yamaha 4T (Jog, Vino, Gear);2500;3400
ELEC-GEN-02-H;rotor;Электрика;Генератор и стартер;Ротор генератора (маховик);Honda 4T (Dio, Jog AY01);Ротор генератора (маховик) — Honda 4T (Dio, Jog AY01);2700;3650
ELEC-GEN-02-C;rotor;Электрика;Генератор и стартер;Ротор генератора (маховик);GY6 150 (Tank T150);Ротор генератора (маховик) — GY6 150 (Tank T150);1500;2050
ELEC-GEN-03-U;flywheel-key;Электрика;Генератор и стартер;Шпонка маховика;все модели;Шпонка маховика — все модели;80;150
ELEC-GEN-04-U;flywheel-nut;Электрика;Генератор и стартер;Гайка маховика;все модели;Гайка маховика — все модели;120;200
ELEC-GEN-05-Y;starter-motor;Электрика;Генератор и стартер;Электростартер;Yamaha 4T (Jog, Vino, Gear);Электростартер — Yamaha 4T (Jog, Vino, Gear);2100;2850
ELEC-GEN-05-H;starter-motor;Электрика;Генератор и стартер;Электростартер;Honda 4T (Dio, Jog AY01);Электростартер — Honda 4T (Dio, Jog AY01);2400;3250
ELEC-GEN-05-C;starter-motor;Электрика;Генератор и стартер;Электростартер;GY6 150 (Tank T150);Электростартер — GY6 150 (Tank T150);1600;2200
ELEC-GEN-06-U;starter-brushes;Электрика;Генератор и стартер;Щётки стартера;все модели;Щётки стартера — все модели;350;550
ELEC-GEN-07-Y;starter-bendix;Электрика;Генератор и стартер;Бендикс стартера;Yamaha 4T (Jog, Vino, Gear);Бендикс стартера — Yamaha 4T (Jog, Vino, Gear);800;1100
ELEC-GEN-07-H;starter-bendix;Электрика;Генератор и стартер;Бендикс стартера;Honda 4T (Dio, Jog AY01);Бендикс стартера — Honda 4T (Dio, Jog AY01);900;1250
ELEC-GEN-07-C;starter-bendix;Электрика;Генератор и стартер;Бендикс стартера;GY6 150 (Tank T150);Бендикс стартера — GY6 150 (Tank T150);600;850
ELEC-GEN-08-U;starter-idle-gear;Электрика;Генератор и стартер;Шестерня стартера промежуточная;все модели;Шестерня стартера промежуточная — все модели;500;700
ELEC-GEN-09-Y;starter-clutch;Электрика;Генератор и стартер;Обгонная муфта стартера;Yamaha 4T (Jog, Vino, Gear);Обгонная муфта стартера — Yamaha 4T (Jog, Vino, Gear);1500;2050
ELEC-GEN-09-H;starter-clutch;Электрика;Генератор и стартер;Обгонная муфта стартера;Honda 4T (Dio, Jog AY01);Обгонная муфта стартера — Honda 4T (Dio, Jog AY01);1600;2200
ELEC-GEN-09-C;starter-clutch;Электрика;Генератор и стартер;Обгонная муфта стартера;GY6 150 (Tank T150);Обгонная муфта стартера — GY6 150 (Tank T150);1000;1350
ENG-CYL-01-Y;piston-kit;Двигатель;Цилиндр и поршень;ЦПГ в сборе (цилиндр, поршень, кольца);Yamaha 4T (Jog, Vino, Gear);ЦПГ в сборе (цилиндр, поршень, кольца) — Yamaha 4T (Jog, Vino, Gear);4790;6250
ENG-CYL-01-H;piston-kit;Двигатель;Цилиндр и поршень;ЦПГ в сборе (цилиндр, поршень, кольца);Honda 4T (Dio, Jog AY01);ЦПГ в сборе (цилиндр, поршень, кольца) — Honda 4T (Dio, Jog AY01);4500;5850
ENG-CYL-01-C;piston-kit;Двигатель;Цилиндр и поршень;ЦПГ в сборе (цилиндр, поршень, кольца);GY6 150 (Tank T150);ЦПГ в сборе (цилиндр, поршень, кольца) — GY6 150 (Tank T150);3900;5100
ENG-CYL-02-Y;cylinder;Двигатель;Цилиндр и поршень;Цилиндр;Yamaha 4T (Jog, Vino, Gear);Цилиндр — Yamaha 4T (Jog, Vino, Gear);3000;3900
ENG-CYL-02-H;cylinder;Двигатель;Цилиндр и поршень;Цилиндр;Honda 4T (Dio, Jog AY01);Цилиндр — Honda 4T (Dio, Jog AY01);2800;3800
ENG-CYL-02-C;cylinder;Двигатель;Цилиндр и поршень;Цилиндр;GY6 150 (Tank T150);Цилиндр — GY6 150 (Tank T150);2200;3000
ENG-CYL-03-Y;piston;Двигатель;Цилиндр и поршень;Поршень с кольцами и пальцем;Yamaha 4T (Jog, Vino, Gear);Поршень с кольцами и пальцем — Yamaha 4T (Jog, Vino, Gear);2000;2700
ENG-CYL-03-H;piston;Двигатель;Цилиндр и поршень;Поршень с кольцами и пальцем;Honda 4T (Dio, Jog AY01);Поршень с кольцами и пальцем — Honda 4T (Dio, Jog AY01);1800;2450
ENG-CYL-03-C;piston;Двигатель;Цилиндр и поршень;Поршень с кольцами и пальцем;GY6 150 (Tank T150);Поршень с кольцами и пальцем — GY6 150 (Tank T150);1400;1900
ENG-CYL-04-Y;piston-rings;Двигатель;Цилиндр и поршень;Кольца поршневые (комплект);Yamaha 4T (Jog, Vino, Gear);Кольца поршневые (комплект) — Yamaha 4T (Jog, Vino, Gear);700;950
ENG-CYL-04-H;piston-rings;Двигатель;Цилиндр и поршень;Кольца поршневые (комплект);Honda 4T (Dio, Jog AY01);Кольца поршневые (комплект) — Honda 4T (Dio, Jog AY01);650;900
ENG-CYL-04-C;piston-rings;Двигатель;Цилиндр и поршень;Кольца поршневые (комплект);GY6 150 (Tank T150);Кольца поршневые (комплект) — GY6 150 (Tank T150);450;700
ENG-CYL-05-Y;piston-pin;Двигатель;Цилиндр и поршень;Палец поршня;Yamaha 4T (Jog, Vino, Gear);Палец поршня — Yamaha 4T (Jog, Vino, Gear);200;300
ENG-CYL-05-H;piston-pin;Двигатель;Цилиндр и поршень;Палец поршня;Honda 4T (Dio, Jog AY01);Палец поршня — Honda 4T (Dio, Jog AY01);200;300
ENG-CYL-05-C;piston-pin;Двигатель;Цилиндр и поршень;Палец поршня;GY6 150 (Tank T150);Палец поршня — GY6 150 (Tank T150);180;300
ENG-CYL-06-U;pin-clips;Двигатель;Цилиндр и поршень;Стопорные кольца пальца (пара);все модели;Стопорные кольца пальца (пара) — все модели;50;100
ENG-CYL-07-Y;cylinder-gasket;Двигатель;Цилиндр и поршень;Прокладка под цилиндр;Yamaha 4T (Jog, Vino, Gear);Прокладка под цилиндр — Yamaha 4T (Jog, Vino, Gear);150;250
ENG-CYL-07-H;cylinder-gasket;Двигатель;Цилиндр и поршень;Прокладка под цилиндр;Honda 4T (Dio, Jog AY01);Прокладка под цилиндр — Honda 4T (Dio, Jog AY01);150;250
ENG-CYL-07-C;cylinder-gasket;Двигатель;Цилиндр и поршень;Прокладка под цилиндр;GY6 150 (Tank T150);Прокладка под цилиндр — GY6 150 (Tank T150);120;200
ENG-CYL-08-Y;head-gasket;Двигатель;Цилиндр и поршень;Прокладка ГБЦ;Yamaha 4T (Jog, Vino, Gear);Прокладка ГБЦ — Yamaha 4T (Jog, Vino, Gear);200;300
ENG-CYL-08-H;head-gasket;Двигатель;Цилиндр и поршень;Прокладка ГБЦ;Honda 4T (Dio, Jog AY01);Прокладка ГБЦ — Honda 4T (Dio, Jog AY01);200;300
ENG-CYL-08-C;head-gasket;Двигатель;Цилиндр и поршень;Прокладка ГБЦ;GY6 150 (Tank T150);Прокладка ГБЦ — GY6 150 (Tank T150);180;300
ENG-CYL-09-Y;cylinder-studs;Двигатель;Цилиндр и поршень;Шпильки цилиндра (комплект);Yamaha 4T (Jog, Vino, Gear);Шпильки цилиндра (комплект) — Yamaha 4T (Jog, Vino, Gear);600;850
ENG-CYL-09-H;cylinder-studs;Двигатель;Цилиндр и поршень;Шпильки цилиндра (комплект);Honda 4T (Dio, Jog AY01);Шпильки цилиндра (комплект) — Honda 4T (Dio, Jog AY01);600;850
ENG-CYL-09-C;cylinder-studs;Двигатель;Цилиндр и поршень;Шпильки цилиндра (комплект);GY6 150 (Tank T150);Шпильки цилиндра (комплект) — GY6 150 (Tank T150);500;700
ENG-CYL-10-U;cylinder-nuts;Двигатель;Цилиндр и поршень;Гайки шпилек цилиндра с шайбами (комплект);все модели;Гайки шпилек цилиндра с шайбами (комплект) — все модели;200;300
ENG-CYL-11-U;dowel-pins;Двигатель;Цилиндр и поршень;Центровочные втулки цилиндра (пара);все модели;Центровочные втулки цилиндра (пара) — все модели;100;150
ENG-HEAD-01-Y;cylinder-head;Двигатель;Головка и ГРМ;Головка цилиндра в сборе;Yamaha 4T (Jog, Vino, Gear);Головка цилиндра в сборе — Yamaha 4T (Jog, Vino, Gear);5500;7150
ENG-HEAD-01-H;cylinder-head;Двигатель;Головка и ГРМ;Головка цилиндра в сборе;Honda 4T (Dio, Jog AY01);Головка цилиндра в сборе — Honda 4T (Dio, Jog AY01);5200;6800
ENG-HEAD-01-C;cylinder-head;Двигатель;Головка и ГРМ;Головка цилиндра в сборе;GY6 150 (Tank T150);Головка цилиндра в сборе — GY6 150 (Tank T150);3500;4550
ENG-HEAD-02-Y;valves;Двигатель;Головка и ГРМ;Клапаны (комплект);Yamaha 4T (Jog, Vino, Gear);Клапаны (комплект) — Yamaha 4T (Jog, Vino, Gear);1280;1750
ENG-HEAD-02-H;valves;Двигатель;Головка и ГРМ;Клапаны (комплект);Honda 4T (Dio, Jog AY01);Клапаны (комплект) — Honda 4T (Dio, Jog AY01);1200;1650
ENG-HEAD-02-C;valves;Двигатель;Головка и ГРМ;Клапаны (комплект);GY6 150 (Tank T150);Клапаны (комплект) — GY6 150 (Tank T150);650;900
ENG-HEAD-03-Y;valve-springs;Двигатель;Головка и ГРМ;Пружины клапанов (комплект);Yamaha 4T (Jog, Vino, Gear);Пружины клапанов (комплект) — Yamaha 4T (Jog, Vino, Gear);400;600
ENG-HEAD-03-H;valve-springs;Двигатель;Головка и ГРМ;Пружины клапанов (комплект);Honda 4T (Dio, Jog AY01);Пружины клапанов (комплект) — Honda 4T (Dio, Jog AY01);400;600
ENG-HEAD-03-C;valve-springs;Двигатель;Головка и ГРМ;Пружины клапанов (комплект);GY6 150 (Tank T150);Пружины клапанов (комплект) — GY6 150 (Tank T150);350;550
ENG-HEAD-04-U;valve-keepers;Двигатель;Головка и ГРМ;Сухари клапанов (комплект);все модели;Сухари клапанов (комплект) — все модели;100;150
ENG-HEAD-05-U;valve-seals;Двигатель;Головка и ГРМ;Сальники клапанов (комплект);все модели;Сальники клапанов (комплект) — все модели;300;450
ENG-HEAD-06-U;valve-guides;Двигатель;Головка и ГРМ;Направляющие клапанов (пара);все модели;Направляющие клапанов (пара) — все модели;500;700
ENG-HEAD-07-Y;camshaft;Двигатель;Головка и ГРМ;Распредвал;Yamaha 4T (Jog, Vino, Gear);Распредвал — Yamaha 4T (Jog, Vino, Gear);1500;2050
ENG-HEAD-07-H;camshaft;Двигатель;Головка и ГРМ;Распредвал;Honda 4T (Dio, Jog AY01);Распредвал — Honda 4T (Dio, Jog AY01);1600;2200
ENG-HEAD-07-C;camshaft;Двигатель;Головка и ГРМ;Распредвал;GY6 150 (Tank T150);Распредвал — GY6 150 (Tank T150);1200;1650
ENG-HEAD-08-Y;rocker-arms;Двигатель;Головка и ГРМ;Коромысла клапанов (пара);Yamaha 4T (Jog, Vino, Gear);Коромысла клапанов (пара) — Yamaha 4T (Jog, Vino, Gear);900;1250
ENG-HEAD-08-H;rocker-arms;Двигатель;Головка и ГРМ;Коромысла клапанов (пара);Honda 4T (Dio, Jog AY01);Коромысла клапанов (пара) — Honda 4T (Dio, Jog AY01);900;1250
ENG-HEAD-08-C;rocker-arms;Двигатель;Головка и ГРМ;Коромысла клапанов (пара);GY6 150 (Tank T150);Коромысла клапанов (пара) — GY6 150 (Tank T150);600;850
ENG-HEAD-09-U;rocker-shafts;Двигатель;Головка и ГРМ;Оси коромысел (пара);все модели;Оси коромысел (пара) — все модели;400;600
ENG-HEAD-10-U;valve-adjusters;Двигатель;Головка и ГРМ;Регулировочные винты клапанов с гайками (пара);все модели;Регулировочные винты клапанов с гайками (пара) — все модели;200;300
ENG-HEAD-11-Y;cam-sprocket;Двигатель;Головка и ГРМ;Звезда распредвала;Yamaha 4T (Jog, Vino, Gear);Звезда распредвала — Yamaha 4T (Jog, Vino, Gear);500;700
ENG-HEAD-11-H;cam-sprocket;Двигатель;Головка и ГРМ;Звезда распредвала;Honda 4T (Dio, Jog AY01);Звезда распредвала — Honda 4T (Dio, Jog AY01);500;700
ENG-HEAD-11-C;cam-sprocket;Двигатель;Головка и ГРМ;Звезда распредвала;GY6 150 (Tank T150);Звезда распредвала — GY6 150 (Tank T150);400;600
ENG-HEAD-12-Y;cam-chain;Двигатель;Головка и ГРМ;Цепь ГРМ;Yamaha 4T (Jog, Vino, Gear);Цепь ГРМ — Yamaha 4T (Jog, Vino, Gear);900;1250
ENG-HEAD-12-H;cam-chain;Двигатель;Головка и ГРМ;Цепь ГРМ;Honda 4T (Dio, Jog AY01);Цепь ГРМ — Honda 4T (Dio, Jog AY01);900;1250
ENG-HEAD-12-C;cam-chain;Двигатель;Головка и ГРМ;Цепь ГРМ;GY6 150 (Tank T150);Цепь ГРМ — GY6 150 (Tank T150);700;950
ENG-HEAD-13-Y;chain-tensioner;Двигатель;Головка и ГРМ;Натяжитель цепи ГРМ;Yamaha 4T (Jog, Vino, Gear);Натяжитель цепи ГРМ — Yamaha 4T (Jog, Vino, Gear);900;1250
ENG-HEAD-13-H;chain-tensioner;Двигатель;Головка и ГРМ;Натяжитель цепи ГРМ;Honda 4T (Dio, Jog AY01);Натяжитель цепи ГРМ — Honda 4T (Dio, Jog AY01);900;1250
ENG-HEAD-13-C;chain-tensioner;Двигатель;Головка и ГРМ;Натяжитель цепи ГРМ;GY6 150 (Tank T150);Натяжитель цепи ГРМ — GY6 150 (Tank T150);600;850
ENG-HEAD-14-U;tensioner-gasket;Двигатель;Головка и ГРМ;Прокладка натяжителя;все модели;Прокладка натяжителя — все модели;60;100
ENG-HEAD-15-U;chain-guide;Двигатель;Головка и ГРМ;Успокоитель цепи ГРМ;все модели;Успокоитель цепи ГРМ — все модели;450;700
ENG-HEAD-16-U;tensioner-blade;Двигатель;Головка и ГРМ;Башмак натяжителя цепи ГРМ;все модели;Башмак натяжителя цепи ГРМ — все модели;450;700
ENG-HEAD-17-Y;valve-cover;Двигатель;Головка и ГРМ;Крышка клапанов;Yamaha 4T (Jog, Vino, Gear);Крышка клапанов — Yamaha 4T (Jog, Vino, Gear);900;1250
ENG-HEAD-17-H;valve-cover;Двигатель;Головка и ГРМ;Крышка клапанов;Honda 4T (Dio, Jog AY01);Крышка клапанов — Honda 4T (Dio, Jog AY01);900;1250
ENG-HEAD-17-C;valve-cover;Двигатель;Головка и ГРМ;Крышка клапанов;GY6 150 (Tank T150);Крышка клапанов — GY6 150 (Tank T150);600;850
ENG-HEAD-18-U;valve-cover-gasket;Двигатель;Головка и ГРМ;Прокладка клапанной крышки;все модели;Прокладка клапанной крышки — все модели;250;400
ENG-HEAD-19-C;tappet-caps;Двигатель;Головка и ГРМ;Крышки регулировочных окон с кольцами (пара);GY6 150 (Tank T150);Крышки регулировочных окон с кольцами (пара) — GY6 150 (Tank T150);250;400
ENG-CRANK-01-Y;crankshaft;Двигатель;Картер и коленвал;Коленвал;Yamaha 4T (Jog, Vino, Gear);Коленвал — Yamaha 4T (Jog, Vino, Gear);6500;8450
ENG-CRANK-01-H;crankshaft;Двигатель;Картер и коленвал;Коленвал;Honda 4T (Dio, Jog AY01);Коленвал — Honda 4T (Dio, Jog AY01);6200;8100
ENG-CRANK-01-C;crankshaft;Двигатель;Картер и коленвал;Коленвал;GY6 150 (Tank T150);Коленвал — GY6 150 (Tank T150);4500;5850
ENG-CRANK-02-Y;crank-bearings;Двигатель;Картер и коленвал;Подшипники коленвала (пара);Yamaha 4T (Jog, Vino, Gear);Подшипники коленвала (пара) — Yamaha 4T (Jog, Vino, Gear);900;1250
ENG-CRANK-02-H;crank-bearings;Двигатель;Картер и коленвал;Подшипники коленвала (пара);Honda 4T (Dio, Jog AY01);Подшипники коленвала (пара) — Honda 4T (Dio, Jog AY01);900;1250
ENG-CRANK-02-C;crank-bearings;Двигатель;Картер и коленвал;Подшипники коленвала (пара);GY6 150 (Tank T150);Подшипники коленвала (пара) — GY6 150 (Tank T150);800;1100
ENG-CRANK-03-YH;crank-seals;Двигатель;Картер и коленвал;Сальники коленвала (пара);Yamaha 4T, Honda 4T;Сальники коленвала (пара) — Yamaha 4T, Honda 4T;200;300
ENG-CRANK-03-C;crank-seals;Двигатель;Картер и коленвал;Сальники коленвала (пара);GY6 150 (Tank T150);Сальники коленвала (пара) — GY6 150 (Tank T150);250;400
ENG-CRANK-04-Y;crankcase;Двигатель;Картер и коленвал;Картер (половинка);Yamaha 4T (Jog, Vino, Gear);Картер (половинка) — Yamaha 4T (Jog, Vino, Gear);6000;7800
ENG-CRANK-04-H;crankcase;Двигатель;Картер и коленвал;Картер (половинка);Honda 4T (Dio, Jog AY01);Картер (половинка) — Honda 4T (Dio, Jog AY01);6000;7800
ENG-CRANK-04-C;crankcase;Двигатель;Картер и коленвал;Картер (половинка);GY6 150 (Tank T150);Картер (половинка) — GY6 150 (Tank T150);3500;4550
ENG-CRANK-05-Y;crankcase-gasket;Двигатель;Картер и коленвал;Прокладка картера;Yamaha 4T (Jog, Vino, Gear);Прокладка картера — Yamaha 4T (Jog, Vino, Gear);150;250
ENG-CRANK-05-H;crankcase-gasket;Двигатель;Картер и коленвал;Прокладка картера;Honda 4T (Dio, Jog AY01);Прокладка картера — Honda 4T (Dio, Jog AY01);150;250
ENG-CRANK-05-C;crankcase-gasket;Двигатель;Картер и коленвал;Прокладка картера;GY6 150 (Tank T150);Прокладка картера — GY6 150 (Tank T150);120;200
ENG-CRANK-06-U;crankcase-bolts;Двигатель;Картер и коленвал;Болты картера (комплект);все модели;Болты картера (комплект) — все модели;300;450
ENG-CRANK-07-Y;generator-cover;Двигатель;Картер и коленвал;Крышка генератора;Yamaha 4T (Jog, Vino, Gear);Крышка генератора — Yamaha 4T (Jog, Vino, Gear);1500;2050
ENG-CRANK-07-H;generator-cover;Двигатель;Картер и коленвал;Крышка генератора;Honda 4T (Dio, Jog AY01);Крышка генератора — Honda 4T (Dio, Jog AY01);1600;2200
ENG-CRANK-07-C;generator-cover;Двигатель;Картер и коленвал;Крышка генератора;GY6 150 (Tank T150);Крышка генератора — GY6 150 (Tank T150);900;1250
ENG-CRANK-08-U;generator-cover-gasket;Двигатель;Картер и коленвал;Прокладка крышки генератора;все модели;Прокладка крышки генератора — все модели;120;200
ENG-CRANK-09-Y;generator-seals;Двигатель;Картер и коленвал;Сальники двигателя со стороны генератора (комплект);Yamaha 4T (Jog, Vino, Gear);Сальники двигателя со стороны генератора (комплект) — Yamaha 4T (Jog, Vino, Gear);220;350
ENG-CRANK-10-Y;engine-gaskets;Двигатель;Картер и коленвал;Прокладки двигателя (полный комплект);Yamaha 4T (Jog, Vino, Gear);Прокладки двигателя (полный комплект) — Yamaha 4T (Jog, Vino, Gear);900;1250
ENG-CRANK-10-H;engine-gaskets;Двигатель;Картер и коленвал;Прокладки двигателя (полный комплект);Honda 4T (Dio, Jog AY01);Прокладки двигателя (полный комплект) — Honda 4T (Dio, Jog AY01);900;1250
ENG-CRANK-10-C;engine-gaskets;Двигатель;Картер и коленвал;Прокладки двигателя (полный комплект);GY6 150 (Tank T150);Прокладки двигателя (полный комплект) — GY6 150 (Tank T150);650;900
ENG-CRANK-11-Y;top-end-gaskets;Двигатель;Картер и коленвал;Прокладки ЦПГ (верхний комплект);Yamaha 4T (Jog, Vino, Gear);Прокладки ЦПГ (верхний комплект) — Yamaha 4T (Jog, Vino, Gear);330;500
ENG-CRANK-11-H;top-end-gaskets;Двигатель;Картер и коленвал;Прокладки ЦПГ (верхний комплект);Honda 4T (Dio, Jog AY01);Прокладки ЦПГ (верхний комплект) — Honda 4T (Dio, Jog AY01);350;550
ENG-CRANK-11-C;top-end-gaskets;Двигатель;Картер и коленвал;Прокладки ЦПГ (верхний комплект);GY6 150 (Tank T150);Прокладки ЦПГ (верхний комплект) — GY6 150 (Tank T150);300;450
ENG-CRANK-12-Y;engine-assembly;Двигатель;Картер и коленвал;Двигатель в сборе (контрактный);Yamaha 4T (Jog, Vino, Gear);Двигатель в сборе (контрактный) — Yamaha 4T (Jog, Vino, Gear);25000;30000
ENG-CRANK-12-H;engine-assembly;Двигатель;Картер и коленвал;Двигатель в сборе (контрактный);Honda 4T (Dio, Jog AY01);Двигатель в сборе (контрактный) — Honda 4T (Dio, Jog AY01);26000;31200
ENG-CRANK-12-C;engine-assembly;Двигатель;Картер и коленвал;Двигатель в сборе (контрактный);GY6 150 (Tank T150);Двигатель в сборе (контрактный) — GY6 150 (Tank T150);18000;21600
ENG-OIL-01-Y;oil-pump;Двигатель;Смазка;Масляный насос;Yamaha 4T (Jog, Vino, Gear);Масляный насос — Yamaha 4T (Jog, Vino, Gear);900;1250
ENG-OIL-01-H;oil-pump;Двигатель;Смазка;Масляный насос;Honda 4T (Dio, Jog AY01);Масляный насос — Honda 4T (Dio, Jog AY01);1000;1350
ENG-OIL-01-C;oil-pump;Двигатель;Смазка;Масляный насос;GY6 150 (Tank T150);Масляный насос — GY6 150 (Tank T150);700;950
ENG-OIL-02-U;oil-pump-drive;Двигатель;Смазка;Шестерня (цепь) привода маслонасоса;все модели;Шестерня (цепь) привода маслонасоса — все модели;400;600
ENG-OIL-03-U;oil-strainer;Двигатель;Смазка;Сетка маслоприёмника;все модели;Сетка маслоприёмника — все модели;200;300
ENG-OIL-04-U;drain-plug;Двигатель;Смазка;Пробка сливная с прокладкой;все модели;Пробка сливная с прокладкой — все модели;200;300
ENG-OIL-05-U;drain-washer;Двигатель;Смазка;Шайба сливной пробки медная;все модели;Шайба сливной пробки медная — все модели;40;100
ENG-OIL-06-U;dipstick;Двигатель;Смазка;Щуп масляный;все модели;Щуп масляный — все модели;200;300
ENG-OIL-07-U;oil-orings;Двигатель;Смазка;Кольца уплотнительные масляные (комплект);все модели;Кольца уплотнительные масляные (комплект) — все модели;150;250
ENG-OIL-08-C;oil-filter-cap;Двигатель;Смазка;Крышка масляного фильтра с пружиной;GY6 150 (Tank T150);Крышка масляного фильтра с пружиной — GY6 150 (Tank T150);400;600
ENG-KICK-01-Y;kick-shaft;Двигатель;Кикстартер и подвеска двигателя;Вал кикстартера с шестернёй;Yamaha 4T (Jog, Vino, Gear);Вал кикстартера с шестернёй — Yamaha 4T (Jog, Vino, Gear);900;1250
ENG-KICK-01-C;kick-shaft;Двигатель;Кикстартер и подвеска двигателя;Вал кикстартера с шестернёй;GY6 150 (Tank T150);Вал кикстартера с шестернёй — GY6 150 (Tank T150);700;950
ENG-KICK-02-U;kick-spring;Двигатель;Кикстартер и подвеска двигателя;Пружина кикстартера;все модели;Пружина кикстартера — все модели;150;250
ENG-KICK-03-Y;kick-ratchet;Двигатель;Кикстартер и подвеска двигателя;Шестерня кикстартера (трещотка);Yamaha 4T (Jog, Vino, Gear);Шестерня кикстартера (трещотка) — Yamaha 4T (Jog, Vino, Gear);600;850
